v_products_model	v_products_image	v_products_name_2	v_products_description_2	v_products_url_2	v_specials_price	v_specials_last_modified	v_specials_expires_date	v_products_price	v_products_weight	v_last_modified	v_date_added	v_products_quantity	v_manufacturers_name	v_categories_name_1	v_categories_name_2	v_categories_name_3	v_categories_name_4	v_categories_name_5	v_categories_name_6	v_categories_name_7	v_tax_class_title	v_status	v_metatags_products_name_status	v_metatags_title_status	v_metatags_model_status	v_metatags_price_status	v_metatags_title_tagline_status	v_metatags_title_2	v_metatags_keywords_2	v_metatags_description_2
1	myMedia/products/baicailei/dabaicai.jpg	大白菜	大白菜商品简介....to be done~~~					8	0	2013/3/25 17:27	2013/3/25 11:44	1000		白菜类							无	1	0	0	0	0	0			
